id,templateID,sectionNumber,level,title,content
280,6,32,2,Study Interventions(s) Administration,
281,6,33,3,Study Intervention Description,"Describe the study intervention(s) and control product. Note that the Investigator Brochure (IB) or package insert(s), and device label or product information must be uploaded into PROTECT. Product information can usually be obtained from the:

• IB for an investigational drug or biologic
• Package insert for a licensed or approved drug or biologic 
• Proposed labeling and/or material safety data sheet (MSDS) for an investigational device
• Final labeling for a marketed device (e.g., 510(k) clearance)
• Product information from the manufacturer
Example language if the study is IND exempt:

There will be no IND obtained for the use of any of the commercial agents used in this study. 

This study meets the criteria for exemption for an IND as this investigation is not intended to support a new indication for use or any other significant change to the labeling;
the drugs are already approved and marketed and the investigation is not intended to support a significant change in advertising; and the investigation does not involve a route of administration or dosage level in use in a patient population or other factor that significantly increases the risks (or decreases the acceptability of the risks) associated with the use of the drug product. (Provide a specific explanation in support of any claim regarding risk.)

If using an investigational medical device(s), include the following information:

• Device name(s), model(s) and manufacturer(s)
• Indicate if the study intervention is being used in accordance with approved labeling (e.g., 510(k) clearance)
• For an approved device, note if any modifications to the device have been performed for use in the study.
• How it is being used in the study
• Duration of implant or exposure (if applicable)
• Frequency of exposure (if applicable)
• If a device has not been approved or cleared for the indications the protocol is designed to investigate, then a summary/report of test validation studies should accompany this protocol 
• If the device(s) meets the criteria to be exempt from the FDA regulations, provide justification here as to why the use of the investigational medical device(s) is IDE exempt in the context of this protocol.  
• If a device study is being conducted under an IDE and is proposed to be non-significant risk (NSR), such that only abbreviated IDE requirements apply, provide justification here as to why the use of the investigational medical device(s) is NSR in the context of this protocol.  
If an FDA determination has previously been made regarding the use of the device(s) in this study, state that here and attach supporting documentation to the application in PROTECT."
282,6,34,3,Dosing and Administration,"Describe the procedures for selecting each participant's dose of study intervention and control product.  For drugs, include the timing of dosing (e.g., time of day, interval), the duration (e.g., the length of time study participants will be administered the study intervention), the planned route of administration (e.g., oral, nasal, intramuscular), and the relation of dosing to meals.  

State the starting dose and schedule of the study intervention and control product, including the maximum and minimum duration for those participants who continue in the study. For example, in some oncology trials for participants with no available therapeutic alternatives, intervention continues even after disease progression. In this instance, consider alternative designs that enable participants to rollover to a continued treatment arm and include appropriate instructions to guide this implementation.   

If applicable, describe the dose escalation scheme and dose regimen (using exact dose, rather than percentages). State any minimum period required before a participant’s dose might be raised to the next higher dose or dose range.  If applicable, the protocol should state the conditions under which a dose change will be made, particularly in regard to failure to respond or to toxic or untoward changes in stipulated indicators (e.g., white blood cell count in cancer chemotherapy).  Address dose modifications for specific abnormal laboratory values of concern or other adverse events (AEs) that are known to be associated with the planned study intervention.  The protocol must state explicitly the dose-limiting effects that are anticipated.  Provide criteria that will be used to determine dose escalations.  If a participant is responding positively to the intervention, the protocol should specify whether study intervention administration would progress to still higher doses.  If appropriate, provide a dose de-escalation schema with intervention modifications.  Do not restate reasons for withdrawal of participants.  Cross-reference relevant sections, as appropriate. 

While much of the above section is specific to drugs, similar considerations apply to certain devices. For example, some devices have adjustable settings including those related to energy delivery to participants. Other devices must be sized correctly for individual participants. Similar to the discussion above for dosage of drugs, such considerations should be described for devices, as applicable. 

For Phase 1 Studies, include the following sections:"
283,6,35,4,Dose Escalation,"Describe how dose escalation will occur. Define criteria for dose escalation and maximum tolerated dose (MTD). Define which cycles will be used for determination of dose limiting toxicity (DLT). State the minimum length of time the last subject in a dose level must have been under therapy before the first subject can be enrolled on the next higher dose level and the minimum length of time between each participant within a dose level. 

For phase 1 multi-center trials in which the NIH IC is the coordinating center, include a communication plan to ensure determination of dose assignment and MTD and DLT determination.

Sample language for 3 + 3 design:

Dose escalation will proceed in cohorts of 3–6 patients. The MTD is the dose level at which no more than 1 of up to 6 participants experience DLT during (insert cycles) of treatment, and the dose below that at which at least 2 (of ≤6) participants have DLT as a result of the drug. If a participant did not experience DLT and did not finish treatment, he or she will not be evaluable for toxicity and will be replaced in the dose level (include X number of unevaluable participants in your accrual ceiling).

Sample dose escalation table.

Dose Escalation Schedule

	
Dose Level

	Dose of IND Agent * 

	
Level 1

		
Level 2

		
Level 3

		
Level 4

		
Level 5

		
* Doses are stated as exact dose in units (e.g., mg/m2, mcg/kg, etc.) rather than as a percentage.

	
Dose escalation will follow the rules outlined in the Table below.

Sample table

Number of Participants with DLT

at a Given Dose Level

	Escalation Decision Rule

	
0 out of 3

	Enter up to 3 participants at the next dose level

	
> 2

	Dose escalation will be stopped. This dose level will be declared the maximally administered dose (highest dose administered). Up to three (3) additional participants will be entered at the next lowest dose level if only 3 participants were treated previously at that dose.

	
1 out of 3

	Enter up to 3 more participants at this dose level.

• If 0 of these 3 participants experience DLT, proceed to the next dose level.
• If 1 or more of this group suffer DLT, then dose escalation is stopped, and this dose is declared the maximally administered dose. UP to three (3) additional participants will be entered at the next lowest dose level if only 3 participants were treated previously at that dose.
	
<1 out of 6 at highest dose level below the maximally administered dose

	This is the MTD and is generally the recommended phase 2 dose. At least 6 participants must be entered at the recommended phase 2 dose."
284,6,36,4,Dose Limiting Toxicity,Define the dose limiting toxicities.
285,6,37,4,Dose Modifications,Describe fully the criteria for dose modifications and/or other modifications made in response to toxicity. It may be helpful to use bulleted or table format for clarity.
286,6,38,4,Drug Administration,"Any specific instructions to study participants about when or how to prepare and take the dose(s) should be described, including how delayed or missed doses should be handled.  Include any specific instructions or safety precautions for administration of the study intervention.  Discuss the maximum hold time once thawed/mixed, if appropriate, before administration. 

Descriptions should be in chronological order, clearly divided by study arm, and phase (e.g., induction, maintenance) or dose level. It may be helpful to use bulleted format for clarity.

Pharmacists who write the order sets and nurses who administer the therapy must be able to clearly understand this section. For IND agents, only persons listed on the FDA form 1572 can order investigational agent."
287,6,39,2,Preparation/Handling/Storage/Accountability,"Note that if you are using commercial products according to the package label, you may simply refer to the package insert in this section for each product.  However, if you are using the products in a different manner, then the specific information should be included here in this section."
288,6,40,3,Acquisition and Accountability,"State how the study intervention and control product will be provided to the investigator. Describe plans about how and by whom the study intervention will be distributed, including participation of a drug repository or pharmacy, and plans for disposal of expired or return of unused product. Detailed information may be provided in a MOP or a separate SOP."
289,6,41,3,"Formulation, Appearance, Packaging, and Labeling","Describe the formulation, appearance, packaging, and labeling of the study intervention and control product, as supplied.  Information in this section can usually be obtained from the IB or the package insert, or device labeling. This section should include the name of the manufacturer of the study intervention and control product."
290,6,42,3,Product Storage and Stability,"Describe storage and stability requirements (e.g., protection from light, temperature, humidity) for the study intervention and control product.  For studies in which multi-dose vials are utilized, provide additional information regarding stability and expiration time after initial use (e.g., the seal is broken)."
291,6,43,3,Preparation,"Describe the preparation of the study intervention and control product, including any preparation required by study staff and/or study participants.  Include thawing, diluting, mixing, and reconstitution/preparation instructions in this section, as appropriate, or within a MOP or SOP.  For devices, include any relevant assembly or use instructions."
292,6,44,2,Measures to Minimize Bias: Randomization and Blinding,"Include content in this section if applicable, otherwise note as not applicable.

This section should contain a description of randomization and blinding procedures (if applicable to the study design).  It should include a description or a table that describes how study participants will be assigned to study groups, without being so specific that blinding or randomization might be compromised (e.g., the ratio between intervention and placebo groups may be stated).  If adaptive randomization or other methods of covariate balancing/minimization are employed, include a cross link to the methods of analysis in Section 9, Statistical Considerations. In addition, details regarding the implementation of procedures to minimize bias should be included in this section. DO NOT include details that might compromise these strategies. Design techniques to avoid bias can be found in the ICH Guidance for Industry E9 Statistical Principles for Clinical Trials.

Plans for the maintenance of trial randomization codes and appropriate blinding for the study should be discussed. The timing and procedures for planned and unplanned breaking of randomization codes should be included.  Include a statement regarding when unblinding may occur and who may unblind. Provide the criteria for breaking the study blind or participant code.  Discuss the circumstances in which the blind would be broken for an individual or for all participants (e.g., for serious adverse evets (SAEs)). Indicate to whom the intentional and unintentional breaking of the blind should be reported. 

Sometimes blinding is attempted but is known to be imperfect because of obvious effects related to study intervention or control product in some participants (e.g., dry mouth, bradycardia, fever, injection site reactions, and changes in laboratory data). Such problems or potential problems should be identified and, if there are plans to assess the magnitude of the problem or manage it, these should be described (e.g., having endpoint measurements carried out by study staff shielded from information that might reveal study group assignment).

If the study allows for some investigators to remain unblinded (e.g., to allow them to adjust medication), the means of shielding other investigators should be explained. Describe efforts to ensure that the study intervention and control/placebo are as indistinguishable as possible. Measures to prevent unblinding by laboratory measurements, if used, should be described.

Include a description of your plans to manage and report inadvertent unblinding.  If blinding is considered unnecessary to reduce bias for some or all of the observations, this should be explained (e.g., use of a random-zero sphygmomanometer eliminates possible observer bias in reading blood pressure and Holter tapes are often read by automated systems that are presumably immune to observer bias). If blinding is considered desirable but not feasible, the reasons and implications should be discussed."
293,6,45,2,Study Intervention Compliance,"Define how adherence to the protocol (e.g., administration of study intervention, use of device,) will be assessed, and verified (if applicable, e.g., plasma assays, electronic monitoring devices, daily diaries). Include a discussion of what documents are mandatory to complete (e.g., participant drug log) and what source documents/records will be used to calculate study intervention compliance."
294,6,46,2,Concomitant Therapy,"Include content in this section if applicable, otherwise note as not applicable.

This section should be consistent with the medication restrictions in the inclusion/exclusion criteria previously listed.  Describe the data that will be recorded related to permitted concomitant medications, supplements, complementary and alternative therapies, treatments, and/or procedures.  Include details about when the information will be collected (e.g., screening, all study visits).  Describe how allowed concomitant therapy might affect the outcome (e.g., drug-drug interaction, direct effects on the study endpoints) and how the independent effects of concomitant and study interventions could be ascertained.

Example text provided as a guide, customize as needed:

For this protocol, a prescription medication is defined as a medication that can be prescribed only by a properly authorized/licensed clinician. Medications to be reported in the Case Report Form (CRF) are concomitant prescription medications, over-the-counter medications, and supplements."
295,6,47,1,STUDY INTERVENTION DISCONTINUATION AND PARTICIPANT DISCONTINUATION/WITHDRAWAL,"No text is to be entered in this section; rather it should be included under the relevant subheadings below.

Participants may withdraw voluntarily from the study, or the PI may discontinue a participant from the study.  This section should state which adverse events would result in discontinuation of study intervention or participant discontinuation/withdrawal. In addition, participants may discontinue the study intervention, but remain in the study for follow-up, especially for safety and efficacy study endpoints (if applicable). In addition, a dedicated Case Report Form (CRF) page should capture the date and the specific underlying reason for discontinuation of study intervention or participant discontinuation/withdrawal."
296,6,48,2,Discontinuation of Study Intervention,"Describe the criteria for discontinuing the study intervention (e.g., halting rules), including any monitoring test(s) and associated clinical decision point(s). Include reasons for temporary discontinuation of the study intervention (e.g., type and quantity of adverse events), clearly stating the length of time, if applicable, and describe the data to be collected at the time of study intervention discontinuation and approaches for restarting administration of or rechallenging with study intervention.  

Describe efforts that will be made to continue follow-up of participants who discontinue the study intervention, but remain in the study for follow-up, especially for safety and efficacy study endpoints (if applicable).  Reasonable efforts must be made to undertake protocol-specified safety follow-up procedures to capture adverse events (AE), serious adverse events (SAE), and unanticipated problems (UPs).  

Example text provided as a guide, customize as needed:  

Discontinuation from <study intervention> does not mean discontinuation from the study, and remaining study procedures should be completed as indicated by the study protocol.  If a clinically significant finding is identified after enrollment (including, but not limited to changes from baseline), the investigator or qualified designee will determine if any change in participant management is needed. Any new clinically relevant finding will be reported as an adverse event (AE).

The data to be collected at the time of study intervention discontinuation will include the following:

<Describe the procedures and data to be collected, as well as any follow-up evaluations>

Participants are free to withdraw from participation in the study at any time upon request.

An investigator may discontinue or withdraw a participant from the study for the following reasons:

• Completion of study intervention
• Disease progression which requires discontinuation of the study intervention
• If any clinical adverse event (AE), laboratory abnormality, or other medical condition or situation occurs such that continued participation in the study would not be in the best interest of the participant
• Investigator discretion
• Positive pregnancy test
• Participant unable to receive <study intervention> for [x] days/weeks.]"
297,6,49,2,Participant Discontinuation/Withdrawal from the Study,"Provide a list of reasons participation may be discontinued. It may be appropriate to provide distinct discontinuation criteria for participants and cohorts. If so, both sets of criteria should be listed separately, and the distinction between the two must be stated clearly.  Also, note that participants may withdraw voluntarily from the study or discontinue the study intervention at any time.  However, investigators should seek to minimize participant discontinuation/withdrawal from study except for safety reasons. 

In studies of implantable devices, a discussion should be included of any pertinent information that will be provided to withdrawn or discontinued participants (e.g., whether and how the device can be removed, how to replace batteries, how to obtain replacement parts, who to contact).  In addition, it is important to capture the reason for withdrawal or discontinuation, as this may impact inclusion of participant data in the analysis of results (see Section 9, Statistical Considerations).

This section should include a discussion of replacement of participants who withdraw or discontinue early, if replacement is allowed.  This section should not include a discussion of how these participants will be handled in the analysis of study data.  This should be captured in the Section 9, Statistical Considerations. 

Example text provided as a guide, customize as needed:  

Prior to removal from study, effort must be made to have all subjects complete a safety visit approximately [# of weeks/days; minimum of 14 days, or longer depending on the specific agent and protocol] following the last dose of study therapy.

Participants are free to withdraw from participation in the study at any time upon request. 

An investigator may discontinue or withdraw a participant from the study for the following reasons:

• Significant study intervention non-compliance 
• Subject has completed the study follow-up period
• Death
• Screen Failure
The reason for participant discontinuation or withdrawal from the study will be recorded on the <specify> Case Report Form (CRF). Subjects who sign the informed consent form and are randomized but do not receive the study intervention may be replaced.  Subjects who sign the informed consent form, and are randomized and receive the study intervention, and subsequently withdraw, or are withdrawn or discontinued from the study, <will> or <will not> be replaced."
298,6,50,2,Lost to Follow-up,"The protocol should describe the nature and duration of study follow-up. Validity of the study is a potential issue when participants are lost to follow-up, as information that is important to the endpoint evaluation is then lost. Participants are considered lost to follow-up when they stop reporting to scheduled study visits and cannot be reached to complete all protocol-required study procedures. Describe the plans to minimize loss to follow-up and missing data. If the study team intends to engage the serviced of a 3rd party to attempt to find lost subjects, this should be described.

Example text provided as a guide, customize as needed:  

A participant will be considered lost to follow-up if he or she fails to return for <specify number of visits> scheduled visits and is unable to be contacted by the study site staff. 

The following actions must be taken if a participant fails to return to the clinic for a required study visit:

• The site will attempt to contact the participant and reschedule the missed visit <specify time frame> and counsel the participant on the importance of maintaining the assigned visit schedule and ascertain if the participant wishes to and/or should continue in the study.
• Before a participant is deemed lost to follow-up, the investigator or designee will make every effort to regain contact with the participant (where possible, 3 telephone calls and, if necessary, a certified letter to the participant’s last known mailing address or local equivalent methods). These contact attempts should be documented in the participant’s medical record or study file. 
• Should the participant continue to be unreachable, he or she will be considered to have withdrawn from the study with a primary reason of lost to follow-up."
299,6,51,1,STUDY ASSESSMENTS AND PROCEDURES,
300,6,52,2,Screening Procedures,"Discuss the sequence of events that should occur during the screening process and any decision points regarding participant eligibility.  Include the time frame prior to enrollment within which screening procedures/ evaluations must be performed (e.g., within 28 days prior to enrollment).  If a separate screening protocol is developed, describe how the screening protocol will be used to identify participants for this study.

If an individual’s medical chart or results of diagnostic tests performed as part of an individual’s regular medical care are going to be used for screening or as a part of collection of trial data, Health Insurance Portability and Accountability Act (HIPAA) rules, other relevant federal or state laws, and local institutional requirements should be followed, as applicable.  If this is the case, this section should note which information is to be obtained through review of existing data.

Example text provided as a guide, customize as needed:"
301,6,53,3,Screening activities performed prior to obtaining informed consent,"Minimal risk activities that may be performed before the subject has signed a consent include the following: 

• Email, written, in person or telephone communications with prospective subjects. 
• Review of existing medical records to include H&P, laboratory studies, etc.  
• Review of existing MRI, x-ray, or CT images.
• Review of existing photographs or videos.
• Review of existing pathology specimens/reports from a specimen obtained for diagnostic purposes."
302,6,54,3,Screening activities performed after a consent for screening has been signed,"The following activities will be performed only after the subject has signed the consent this study. Assessments performed at outside facilities or on another NIH protocol within the timeframes below may also be used to determine eligibility once a participant has signed the consent.

All screening tests and procedures must be performed within 28 days prior to enrollment, unless a time period is specifically mentioned."
303,6,55,2,Study Evaluations &amp; Procedures,"List and describe all study procedures and evaluations to be done as part of the study to support the determination of efficacy, as per the primary and secondary objectives outlined in this protocol. In addition, discuss any special conditions that must be achieved during the enrollment and/or initial administration of study intervention. Include the procedures for administering the study intervention and follow-up procedures after administration (e.g., assessment of vital signs), as well as any specifics about subsequent follow-up visits, and unscheduled visits. Also, note if a specifically qualified person (e.g., physician, psychologist) should be performing any of the assessments. Include any definitions used to characterize outcomes (e.g., criteria for determining occurrence of acute myocardial infarction, characterization of a stroke as thrombotic or hemorrhagic, distinction between transient ischemic attack and stroke), should be explained fully. 

For participants that may discontinue or withdraw early, it is important to capture the rationale during the final visit. See Section 7, Study Intervention Discontinuation and Participant Discontinuation/Withdrawal, for details. 

Note that the protocol should provide a high-level discussion of all research procedures, and detailed information can be further provided in a MOP or SOP.  Provide justification for any sensitive procedures (e.g., provocative testing, deception).  In addition, note where approaches to decrease variability, such as centralized laboratory assessments, are being employed. The specific timing of procedures/evaluations to be done at each study visit is captured in Section 1.3, Schedule of Activities (SoA), and the time points of these procedures do not need to be included here. Note if a specifically qualified person (e.g., physician, psychologist) should be performing any of the assessments.

If any procedure has a risk of suicidal ideation, or questionnaires include questions about depression/suicidality, provide a management plan.

Include in this section a discussion of the results of any study-specific procedures that will be provided to participants (e.g., radiographic or other imaging or laboratory evaluations). 

If you plan to have the option to conduct study visits remotely via telephone or a telehealth platform, refer to NIH HRPP Policy 303 for specific requirements. Specifically, in reference to study evaluations, specify which procedures/treatments may be performed locally and which must be performed on site.  Describe how and when you will communicate with the subjects and the subject’s local MD, if applicable.

This section should include a list and description of all the procedures/evaluations that are planned as part of the protocol (see below) and, if multi-site, specify if certain study procedures will/will not be performed at any specific site:

Physical examination (e.g., height and weight, organ systems, motor or vision assessment, or other functional abilities). If appropriate, discuss what constitutes a targeted physical examination. 

Electrocardiograms (EKGs): specify if the EKG is for screening purposes only. Include any specific instructions for the collection and interpretation of the EKG (e.g., time points relative other evaluations). If EKGs will be analyzed at a central laboratory, instructions for the collection (e.g., equipment), transmission and archiving of the EKG data should be summarized in this protocol, and further outlined in the MOP. If the EKG will be read locally, indicate how these will be handled and in what format (e.g., digital or paper), as well as instructions with respect to local review. 

Radiographic or other imaging assessments. State the specific imaging required and, as appropriate, provide description of what is needed to perform the specialized imaging. Details describing how to perform the imaging in a standard fashion and equipment specifications may be described in the study’s MOP or a separate SOP.

• For studies which include the following use of radiation, ensure the appropriate application is submitted to the RSC at NIH:• Uses a radioactive research drug(s) regulated under the FDA requirements for review by the Radioactive Drug Research Committee (RDRC)
• Involves the use of any radiation in pediatric participants (<18 years old) with an annual effective dose >0.5 rem or healthy pediatric volunteers (any dose level)
• Uses any radiation in healthy adult volunteers, excluding DEXA and chest X-Ray
• Uses therapeutic administration of radioactive materials (Examples include therapeutic use of I-131, Lu-177, Y-90, Th-227, Ra-223, or Ir-192 permanent seed implants. The following would be excluded from required RSC review: Use of linear accelerator such as total body irradiation or high dose-rate afterloader such as brachytherapy for breast or prostate cancer.)
• Involves novel uses of radiation, including any radioactive Investigational New Drugs (IND) and radiation-producing investigational devices
• The radiation itself is the research agent being studied in the protocol (For example: the protocol compares the effectiveness of 2 different doses of radiation therapy; comparison of the effectiveness of drug X vs drug X + radiation therapy; study of the uptake and biodistribution of a novel radioactive tracer)

• For any MRI with gadolinium, refer to the gadolinium guidelines for maximum amount and provide the FDA medication guide (see https://www.fda.gov/drugs/drug-safety-and-availability/fda-drug-safety-communication-fda-warns-gadolinium-based-contrast-agents-gbcas-are-retained-body )"
304,6,56,3,Biospecimen Evaluations,"Biological specimen collection and laboratory evaluations. Include specific test components and type of specimens needed for each test. Include the total amount of blood to be drawn over what time period. For other specimens, describe the total volume/size/frequency that you plan to take over what time period.

Specify laboratory methods to provide for appropriate longitudinal and cross-sectional comparison (e.g., use of consistent laboratory method throughout study, use of single, central laboratory for multi-site studies). If more than one laboratory will be used, specify which evaluations will be done by each laboratory and if the specimens will be identifiable to that laboratory.  In addition, compliance with Clinical Laboratory Improvement Amendments (CLIA) of 1988 should be addressed. If such compliance is not required, a brief discussion should be included explaining why this is the case.  In addition, discussion should include whether any laboratory tests (e.g., diagnostics) that will be used are being developed concurrently or are commercially available.  Special instructions for the preparation, handling, storage, and shipment of specimens should be described in the study’s MOP.

If identifiable data or specimens, collected as part of a different NIH protocol, will be obtained, or shared for research in this protocol, it must be described in both protocols and any active consent form(s).  The following is recommended language when you will obtain identifiable data or specimens from the medical record and/or from the research database/lab associated with another NIH protocol for use as part of this research. Include one or both statements below, as applicable:

When the desired data is available in the participants’ medical record: We may review the participant’s NIH medical records to obtain results of procedures conducted under another protocol in order to <insert reason here: minimize repeating procedures/tests or meet the research objectives>.

AND/OR

When the desired data or specimens is only available in the research record/lab: We may obtain existing identifiable research data <and/or insert type specimens> collected under <insert protocol number and title here> to <insert reason here: minimize repeating procedures/tests or meet the research objectives>.

The following is recommended language when you will share identifiable data or specimens from your research database/lab with another NIH protocol for analysis and then will receive research results that can be linked to your subjects.  If the only data that the other research team will access can be pulled from the medical record, you do not need to include any of this language below. 

Note that if identifiable data or specimens will be shared with the other team, the expectation is that subjects will be co-enrolled on the other protocol. Otherwise, a waiver of consent will need to be requested and approved as part of the other protocol to allow for research with identifiers.

We may share identifiable research data <and/or specimens> with <insert protocol number and title here>, in order to <insert reason here> if subjects are co-enrolled."
305,6,57,3,Correlative Studies for Research/Pharmacokinetic Studies,"Special assays or procedures required (e.g., immunology assays, pharmacokinetic studies, flow cytometry assays, microarray, DNA sequencing). If more than one laboratory will be used, specify which assays will be done by each laboratory and if the specimens will be identifiable to that laboratory. Address whether cell lines will be created and whether specimens will be batched and performed retrospectively or performed in real time. Special instructions for the preparation, handling, storage, and shipment of specimens should be described in the study’s MOP. Include the total amount of blood to be drawn over what time period. 

Note: Pharmacokinetic Studies: Describe dose(s) to be monitored,  and sampling time points. sample handling procedures should be detailed in the MOP. Include the total amount of blood to be drawn over what time period. 

Note: If there is an optional biopsy for research in the protocol, then the participant will consent at the time of the procedure. If the participant refuses the optional biopsy at that time, the refusal will be documented in the medical record and in the research record. 

Note: the CC MEC policy on limits of blood drawn for purposes of research: 

Adult Patients and Volunteers: Blood Drawing Limits for Research Purposes 

The amount of blood that may be drawn from adult patients and volunteers (i.e., those persons 18 years of age or older) for research purposes shall not exceed 10.5 mL/kg or 550 mL, whichever is smaller, over any eight-week period. The amount of blood to be drawn from volunteers and the frequency of collection shall be specified in the clinical research protocol, and exceptions to the 10.5 mL/kg or 550 mL limitations shall be approved by the IRB. 

Pediatric Patients: Blood Drawing Limits for Research Purposes 

For pediatric patients, no more than 5 mL/kg may be drawn for research purposes in a single day, and no more than 9.5 mL/kg may be drawn over any eight-week period."
306,6,58,3,Samples for Genetic/Genomic Analysis,
307,6,59,4,Description of the scope of genetic/genomic analysis,"• Include family/linkage studies (if applicable) and whole genome sequencing or whole exome sequencing, 
• Specify whether the analysis will consist of germline and/or somatic analysis."
308,6,60,4,Description of how privacy and confidentiality of medical information/biological specimens will be maximized,"• Will participant identifiers be attached to data, or will samples/data be coded or unlinked? Even if protected health information (PHI) is removed, how likely is potential identification?
• How might this information make specific individuals or families identifiable?
• If research data will be coded, how will access to the “key” for the code be limited? Include a list of security measures (password –protected database, locked drawer, other). List positions of persons with access to the key.
• Will pedigrees be published? Include a description of measures to minimize the changes of identifying specific families.
• Will any personally identifiable information be released to third parties?
• Under what circumstances will data/samples be shared with other researchers?"
309,6,61,4,Management of Primary Results,"• Discuss what specific results will be given to participants or their health care providers. In general, the results offered should be scientifically valid, confirmed, and should have significant implications for the subject’s health and well-being. 
• Address whether the confirmation laboratory is CLIA certified and provide the CLIA certification number.  Note that results obtained in a non-CLIA laboratory cannot be provided back to the participant or health care provider for purposes of providing clinical diagnostic information.
• If confirmatory CLIA testing is required, the research team should provide an option for this at no cost.  
• Discuss the potential time frame that initial sequencing will be conducted, and if it may be at a time significantly after the participants enrollment, whether and how you intend to recontact them to inform them of any results.  When appropriate, the informed consent document should contain information informing the participant that sequencing may be done at a later time or perhaps not performed at all.
• Plans to return other forms of data—such as significant non-health-related data—should be built into the study design."
310,6,62,4,Return of Secondary Genomic Research Results,"The IRB expects investigators to describe a plan for returning to participants certain secondary genomic findings obtained during their participation in NIH intramural research studies, unless there is a strong justification not to do so. For a detailed description of the scope and applicability of this requirement, as well as the elements required to be addressed in the plan, see IRB Guidance for Return of Secondary Genomic Results in the NIH Intramural Program. Once approved by the IRB, the Principal Investigator is expected to adhere to all aspects of this plan.

No return

• Provide justification for why secondary genomic findings will not be returned to participants. 
Return

• Describe which service you have engaged to analyze and return secondary findings, or whether the primary research team will perform this analysis.
• Describe which findings will be sought. • At a minimum, the ACMG list of actionable findings that is current at the time the analysis is performed should be returned.
• Additional genes may also be included if they are generally agreed upon by the expert community to be clinically important to the subject and are actionable.  These should be described in the protocol.
• If the protocol involves multiple cohorts of participants that have different levels of clinical engagement with the study team, then describe whether and how the return of secondary genomic results will vary based on cohort group.  [Note: Consent forms for these cohorts should reflect these differences.]

• If the original research sample collection and sequencing will not be performed in a CLIA certified laboratory, address the process for obtaining confirmation of the secondary finding(s) in CLIA certified laboratory at no cost to the participant.
• Include a description of the anticipated timing of the analysis and subject notification, relative to sample collection. If it known that the analysis and notification will not happen for an extended period after sample collection, this should be stated.
• Discuss if you will only perform a single analysis for secondary findings, or if you will perform a repeat analysis periodically.  A one-time analysis is acceptable; however, other approaches are allowable but must be described in the protocol.
• Discuss how findings will be returned:• How will subjects be notified of the need for an additional sample collection or to return results (written communication, secure email, or telephone)?
• Discuss whether secondary findings will be returned to participants at an in person visit, for example at the Clinical Center, or whether alternative methods (e.g., telemedicine, telephone) will be utilized. Describe if their will any additional costs incurred by the participant if they must return for a visit.
• Describe who will do the genetic counseling and how it will be conducted. The process of identifying and disclosing research results should involve professionals with the appropriate expertise required to provide the participant with sufficient interpretive information and opportunity to ask questions and have any concerns addressed.

• Identify to whom the secondary findings will be returned.• Secondary findings may only be returned to the research participant or to their legally authorized representative (LAR), unless there is a valid release of medical information request identifying another individual as authorized to receive this information.
• Results obtained from a participant who is deceased at the time the secondary findings become known may be released to next of kin upon confirmation of their identity and relationship to the subject, consistent with Clinical Center Health Information Management and/or IC Privacy Office policies

Example language:

The study will utilize the <specify the service being used for secondary analysis or whether the primary study team will perform this role> to conduct the analysis for clinically actionable secondary results from genomic sequence data generated under this study.  

Clinically actionable findings for the purpose of this study are defined as disorders appearing in the American College of Medical Genetics and Genomics (ACMG) recommendations for the return of incidental findings that is current at the time the analysis is performed. (Expanded lists are permissible; any findings that will be sought in addition to the ACMG’s recommended list must be specified.)

Subjects will be contacted <describe how contact will be made> by the primary study team <or relevant party> if a clinically actionable variant is identified to provide an additional blood or saliva specimen to allow for confirmation in a CLIA certified laboratory, if necessary.  If the research findings are verified in the CLIA certified lab, then subject will be offered the opportunity to come to NIH or to schedule a telemedicine visit (at our expense) to have a genetic counseling session with <specify who will provide this genetic education and counseling associated with the return of results> to explain this result. If the subject does not want to come to NIH or have a telemedicine visit, a referral to a local genetic healthcare provider may be provided to receive this result (at their expense).

We anticipate that the analysis for secondary findings will occur within <specify expected time frame>of specimen collection.  This is the only time during the course of the study that secondary findings will be returned. No additional interrogation regarding secondary actionable findings will be made after the initial analysis."
311,6,63,4,Genetic counseling,"Describe who will do the genetic counseling, would counseling happen in person, and how it will be conducted. The process of identifying and disclosing research results should involve professionals with the appropriate expertise required to provide the participant with sufficient interpretive information. The research team should provide an option for this to be obtained at no cost to the subject."
